Distance_km,Coal_Weight_Ton,Fuel_Used_Liters,Average_Speed_kmh,Loading_Time_Min,Unloading_Time_Min,Weather,Traffic_Level,Driver_Experience_Years,Previous_Delays,Safety_Score,Fuel_Efficiency_km_per_liter,Delay_Probability,Actual_Delay,Risk_Level,Recommended_Action
118.06,32.68,28.68,48.2,50.9,25.82,Cloudy,Low,11,3,73.44,4.116457461645746,0.42249036803685663,1,MEDIUM,Monitor trip
88.33,20.78,20.67,56.76,40.27,30.65,Rain,Low,4,3,90.12,4.2733430091920654,0.25061096054607235,1,LOW,Normal operation
141.21,21.78,27.24,40.75,24.09,23.19,Clear,Medium,2,3,87.59,5.183920704845815,0.41830731709462654,0,MEDIUM,Monitor trip
94.74,35.39,20.87,45.91,30.99,21.53,Clear,Medium,13,2,95.97,4.539530426449448,0.17922067345676468,0,LOW,Normal operation
32.92,33.83,16.11,54.49,33.08,17.82,Cloudy,Low,5,3,84.87,2.043451272501552,0.1644739299743867,1,LOW,Normal operation
121.51,25.42,30.07,27.77,43.77,29.25,Rain,High,3,5,77.92,4.040904556035916,0.8551587641386451,1,CRITICAL,Critical monitoring - High traffic
83.48,31.36,18.72,38.91,37.43,13.48,Cloudy,Medium,8,0,66.54,4.4594017094017095,0.22828024022753057,0,LOW,Normal operation
47.2,16.73,8.97,52.2,23.08,28.74,Clear,Medium,20,2,75.69,5.261984392419175,0.2235783418634698,0,LOW,Normal operation
90.21,35.44,22.79,34.2,28.86,26.47,Cloudy,High,3,1,93.88,3.9583150504607283,0.4631753677758384,0,MEDIUM,Monitor trip
62.16,16.93,14.36,54.47,33.83,23.93,Clear,Medium,11,6,79.63,4.328690807799443,0.2591394105884844,0,LOW,Normal operation
30.85,35.37,16.76,56.24,33.99,19.44,Clear,Medium,15,1,96.88,1.8406921241050118,0.1619413733178556,0,LOW,Normal operation
94.74,21.28,19.65,47.44,41.31,20.31,Cloudy,Medium,1,3,92.62,4.821374045801527,0.2528065360778475,0,LOW,Normal operation
75.16,28.07,18.06,50.06,27.84,29.25,Clear,Medium,19,2,83.23,4.161683277962348,0.16209659686295938,0,LOW,Normal operation
90.68,38.49,21.49,37.04,29.54,22.6,Rain,Low,18,3,76.66,4.2196370404839465,0.2892935487978529,0,LOW,Normal operation
34.88,35.55,13.2,35.04,57.9,20.18,Rain,Medium,4,5,72.7,2.6424242424242426,0.7424021966291044,1,CRITICAL,Critical monitoring - Excessive loading time
124.93,23.49,26.51,47.01,34.35,27.92,Cloudy,Low,20,3,86.56,4.712561297623538,0.24102578301096464,0,LOW,Normal operation
132.04,23.04,27.44,47.1,28.74,18.06,Clear,Medium,3,1,69.45,4.811953352769679,0.358052043158652,0,MEDIUM,Monitor trip
121.27,26.27,25.68,31.39,42.95,27.89,Cloudy,High,7,3,83.49,4.7223520249221185,0.6390684437468201,1,HIGH,Increase trip monitoring
74.15,29.69,16.06,39.61,37.46,33.85,Rain,Low,7,3,78.23,4.617061021170611,0.26943289318471464,0,LOW,Normal operation
129.89,18.75,30.47,32.12,25.69,28.7,Cloudy,High,7,3,93.29,4.26288152280932,0.6451327860959125,0,HIGH,Increase trip monitoring
82.82,29.18,20.94,29.33,37.35,21.11,Heavy_Rain,High,6,4,85.86,3.955109837631327,0.7594352284965613,1,CRITICAL,Critical monitoring - Heavy rain risk
140.49,21.88,26.28,57.47,24.56,31.33,Clear,Medium,6,3,92.63,5.345890410958904,0.30199636165027816,0,MEDIUM,Monitor trip
92.71,28.83,27.66,28.43,29.09,26.14,Heavy_Rain,Low,15,3,93.97,3.3517715112075197,0.5715841076461419,1,HIGH,Increase trip monitoring
77.87,28.53,19.41,51.46,37.07,25.91,Clear,Medium,13,6,82.22,4.011849562081402,0.26419508803639274,0,LOW,Normal operation
143.26,37.9,32.38,34.91,27.85,28.52,Clear,High,17,4,83.27,4.424336009882643,0.5092468624186706,1,HIGH,Increase trip monitoring
75.94,16.3,15.79,45.82,53.04,31.22,Clear,High,19,1,74.65,4.8093730208993035,0.24716501935523694,0,LOW,Normal operation
55.63,29.12,13.03,50.26,17.68,21.77,Clear,Low,2,2,82.9,4.269378357636224,0.1464843094341332,0,LOW,Normal operation
43.24,30.31,14.27,45.69,30.7,25.64,Clear,Medium,5,3,79.68,3.0301331464611074,0.2068830913543351,0,LOW,Normal operation
55.73,29.54,13.67,61.2,28.86,27.95,Clear,Low,17,2,67.37,4.076810534016094,0.12238028736239302,1,LOW,Normal operation
131.55,31.65,26.78,54.97,24.87,30.62,Clear,Low,11,3,85.89,4.912247946228529,0.1680579070305054,0,LOW,Normal operation
30.13,16.86,10.73,39.44,42.15,28.26,Heavy_Rain,Low,3,2,81.45,2.808014911463187,0.3289539381616412,1,MEDIUM,Monitor trip
111.58,18.97,22.71,35.57,35.13,21.88,Clear,High,8,5,88.23,4.913254073095552,0.4954729242927423,1,MEDIUM,Monitor trip
92.61,25.35,23.12,40.68,29.47,17.27,Cloudy,High,20,2,66.36,4.005622837370242,0.3526054182292539,0,MEDIUM,Monitor trip
131.16,38.71,31.68,34.4,29.66,16.89,Rain,Medium,13,4,92.74,4.140151515151515,0.6061768560415045,0,HIGH,Increase trip monitoring
119.2,18.86,24.69,34.53,31.05,37.19,Rain,Medium,6,2,95.54,4.827865532604293,0.6240257372367465,1,HIGH,Increase trip monitoring
44.71,31.2,15.17,45.58,37.53,18.54,Clear,Medium,9,5,90.54,2.94726433750824,0.26159748135262995,0,LOW,Normal operation
50.37,35.76,16.9,43.26,28.92,29.0,Clear,Medium,13,2,95.17,2.980473372781065,0.18323874723473724,0,LOW,Normal operation
46.34,39.83,16.17,43.59,27.57,19.07,Cloudy,Medium,9,4,84.85,2.865800865800866,0.2935104476679267,0,LOW,Normal operation
63.82,35.03,18.23,57.22,29.47,25.32,Clear,Low,20,2,95.19,3.50082281952825,0.1172621120242663,0,LOW,Normal operation
71.31,38.83,22.85,31.49,44.75,29.77,Cloudy,High,5,1,65.41,3.120787746170678,0.38907990392574465,1,MEDIUM,Monitor trip
134.59,16.62,23.6,55.91,45.65,23.86,Clear,Low,18,4,76.6,5.702966101694915,0.44253700449150846,0,MEDIUM,Monitor trip
109.55,25.16,22.44,46.47,48.82,24.56,Clear,Low,15,1,89.74,4.8819073083778965,0.41279848826176874,0,MEDIUM,Monitor trip
91.58,25.37,21.35,38.48,26.99,24.73,Clear,High,12,4,89.63,4.289461358313817,0.30371745309021136,0,MEDIUM,Monitor trip
106.64,37.45,22.89,53.85,40.95,23.9,Clear,Low,20,3,76.06,4.658802970729576,0.22394241335698625,0,LOW,Normal operation
48.15,35.14,12.98,43.64,32.53,21.83,Clear,Medium,6,2,83.17,3.7095531587057007,0.18576659953840668,0,LOW,Normal operation
145.08,28.14,33.63,27.42,39.25,17.4,Cloudy,Medium,1,4,92.74,4.314005352363961,0.5620970957993631,0,HIGH,Increase trip monitoring
46.53,26.54,14.7,41.23,29.14,25.9,Rain,Low,13,6,95.42,3.16530612244898,0.42645740317553943,1,MEDIUM,Monitor trip
40.78,37.53,14.48,55.24,39.92,33.4,Clear,Low,6,5,76.9,2.8162983425414363,0.22395207682235824,0,LOW,Normal operation
109.82,15.38,20.07,50.83,50.2,24.38,Rain,Medium,6,3,81.83,5.471848530144494,0.5258620752461708,1,HIGH,Increase trip monitoring
143.22,21.0,31.13,52.59,36.3,27.41,Cloudy,Low,11,2,76.35,4.6007067137809186,0.23908831386892898,0,LOW,Normal operation
61.03,34.68,21.16,20.0,26.71,30.43,Rain,High,3,1,76.75,2.8842155009451798,0.550682085653317,1,HIGH,Increase trip monitoring
139.33,27.47,25.39,53.7,19.13,15.77,Cloudy,Low,2,1,85.03,5.487593540764081,0.4032904622179556,1,MEDIUM,Monitor trip
84.79,37.94,20.14,38.36,18.38,26.95,Cloudy,High,8,2,76.93,4.210029791459782,0.3644834405381946,0,MEDIUM,Monitor trip
101.4,15.14,24.03,28.45,27.96,22.8,Cloudy,High,19,2,82.28,4.219725343320849,0.5413314351645571,1,HIGH,Increase trip monitoring
127.54,27.22,22.65,37.66,49.03,27.13,Rain,Medium,1,4,96.51,5.630905077262693,0.5584315023706594,1,HIGH,Increase trip monitoring
117.81,17.12,23.65,39.57,26.65,22.5,Rain,Low,9,1,75.25,4.98139534883721,0.41350172689405773,1,MEDIUM,Monitor trip
108.8,17.71,23.93,38.64,21.43,32.1,Rain,Medium,15,2,90.82,4.546594233180109,0.44295998669991193,0,MEDIUM,Monitor trip
53.45,30.88,13.8,45.85,21.9,26.39,Clear,Medium,12,1,92.61,3.8731884057971016,0.21232572628748084,0,LOW,Normal operation
61.98,25.46,14.37,47.59,51.06,16.4,Clear,Medium,10,4,84.28,4.313152400835073,0.28629876791776065,0,LOW,Normal operation
69.77,22.99,16.32,64.5,43.91,18.36,Clear,Low,9,3,80.76,4.275122549019607,0.14235879745202396,0,LOW,Normal operation
87.4,35.71,21.27,56.23,35.88,24.94,Clear,Low,3,3,96.98,4.109073812881994,0.14620166200118212,0,LOW,Normal operation
88.86,21.57,18.35,54.1,28.12,28.99,Cloudy,Low,4,7,89.46,4.8425068119891,0.25315654774997615,0,LOW,Normal operation
45.04,38.69,13.79,45.79,38.71,16.55,Clear,Low,5,2,82.33,3.2661348803480785,0.12506781224671445,0,LOW,Normal operation
41.09,18.5,10.49,34.89,32.23,26.77,Cloudy,Low,2,0,77.95,3.917063870352717,0.27764816457911984,0,LOW,Normal operation
32.49,28.82,10.08,47.17,38.43,24.5,Clear,High,20,1,88.64,3.223214285714286,0.2904806293329388,0,LOW,Normal operation
78.0,15.85,12.98,38.56,34.65,21.08,Clear,High,9,9,75.82,6.00924499229584,0.22207961822743627,1,LOW,Normal operation
126.73,30.94,28.95,52.02,22.68,26.88,Rain,Low,12,3,82.87,4.377547495682211,0.48700446938092934,1,MEDIUM,Monitor trip
94.94,25.32,21.39,40.71,36.19,23.28,Cloudy,High,4,4,90.72,4.438522674146797,0.27525212852931724,1,LOW,Normal operation
116.18,19.53,20.39,44.02,32.99,21.26,Heavy_Rain,Low,15,1,82.35,5.697891123099558,0.3352694870914308,0,MEDIUM,Monitor trip
98.37,21.9,25.91,35.41,42.83,23.04,Heavy_Rain,Low,5,0,92.89,3.796603627942879,0.3413471858838211,0,MEDIUM,Monitor trip
86.49,31.94,25.15,57.38,44.38,27.67,Clear,Medium,1,4,86.92,3.4389662027833,0.2389972569736205,0,LOW,Normal operation
47.54,33.94,15.57,29.48,23.33,16.56,Rain,Medium,16,3,91.71,3.0533076429030186,0.4366235441193004,1,MEDIUM,Monitor trip
147.1,15.12,29.35,50.42,37.99,31.2,Cloudy,Medium,5,4,78.58,5.0119250425894375,0.26415881969997396,0,LOW,Normal operation
28.53,25.56,11.98,56.2,46.98,20.24,Cloudy,Low,10,4,73.47,2.3814691151919867,0.2508064384418473,0,LOW,Normal operation
30.63,22.64,7.68,38.13,39.67,26.39,Heavy_Rain,Medium,9,5,100.0,3.98828125,0.40770009621370296,1,MEDIUM,Monitor trip
48.43,29.99,13.87,68.52,38.19,24.75,Clear,Low,13,3,81.56,3.491708723864456,0.11785114962430238,0,LOW,Normal operation
143.51,20.38,28.61,38.53,46.85,16.97,Cloudy,Low,14,1,70.4,5.016078294302691,0.4916832886823749,0,MEDIUM,Monitor trip
85.91,22.89,20.85,39.23,37.78,19.15,Clear,Medium,19,2,75.82,4.1203836930455635,0.21158969580298612,0,LOW,Normal operation
47.43,18.84,16.13,20.0,34.03,23.89,Heavy_Rain,Low,4,6,82.29,2.940483570985741,0.5651365106503713,1,HIGH,Increase trip monitoring
139.65,29.55,25.44,48.72,27.25,23.54,Clear,Medium,20,3,79.56,5.48938679245283,0.3103228421283047,1,MEDIUM,Monitor trip
44.81,23.07,11.48,53.2,37.0,30.15,Clear,Medium,6,2,86.39,3.903310104529617,0.18731541426989573,0,LOW,Normal operation
26.02,23.65,10.65,34.81,38.37,18.66,Rain,High,10,5,84.5,2.443192488262911,0.5283895138301857,0,HIGH,Increase trip monitoring
89.77,16.83,19.64,34.34,48.57,30.54,Cloudy,Medium,15,4,80.38,4.570773930753564,0.42347205099261254,0,MEDIUM,Monitor trip
139.73,35.12,26.75,53.29,37.53,23.92,Clear,Low,20,2,70.89,5.223551401869159,0.2122282175380181,0,LOW,Normal operation
140.75,27.16,27.74,49.28,33.57,18.01,Rain,Low,12,4,98.55,5.073900504686374,0.28797695197101936,1,LOW,Normal operation
116.23,34.98,32.17,27.38,35.07,20.3,Rain,Medium,14,4,75.75,3.6129934721790486,0.6470272098291572,1,HIGH,Increase trip monitoring
97.49,25.28,27.65,33.65,27.79,29.23,Heavy_Rain,Low,1,2,78.71,3.525858951175407,0.47250259367467284,1,MEDIUM,Monitor trip
137.29,18.94,24.18,64.83,24.15,22.69,Rain,Low,15,1,74.96,5.677832919768403,0.3119064379088017,0,MEDIUM,Monitor trip
142.93,32.26,34.21,28.55,37.17,26.68,Rain,High,8,2,84.56,4.178018123355744,0.7061407992831648,0,CRITICAL,Critical monitoring - High traffic
76.95,23.98,15.81,53.53,38.01,16.75,Clear,Low,3,3,98.81,4.867172675521822,0.16762760323667258,0,LOW,Normal operation
92.27,17.78,17.24,41.61,39.5,18.43,Cloudy,Low,1,6,86.33,5.352088167053364,0.3207649792799904,0,MEDIUM,Monitor trip
36.97,19.87,14.71,27.98,22.25,24.01,Rain,Medium,18,3,77.5,2.5132562882392926,0.433647787057564,1,MEDIUM,Monitor trip
135.38,23.0,25.71,54.83,29.44,24.38,Cloudy,Low,6,3,77.75,5.2656553870089455,0.2457481301032331,1,LOW,Normal operation
73.85,33.42,19.39,34.85,39.66,22.34,Cloudy,High,12,2,83.63,3.8086642599277973,0.41888256045593847,1,MEDIUM,Monitor trip
121.43,26.38,26.36,50.78,29.12,30.64,Cloudy,Low,8,2,88.95,4.60660091047041,0.205880261325965,1,LOW,Normal operation
31.61,21.15,11.17,36.5,39.42,24.17,Clear,High,6,0,78.73,2.829901521933751,0.31224117768464577,0,MEDIUM,Monitor trip
72.22,30.14,22.76,21.96,36.93,15.55,Heavy_Rain,Medium,14,5,78.91,3.17311072056239,0.7323560195271198,1,CRITICAL,Critical monitoring - Heavy rain risk
51.66,25.38,16.57,41.96,37.35,28.51,Cloudy,Medium,16,5,80.18,3.1176825588412793,0.29255509589119344,1,LOW,Normal operation
96.93,17.73,19.19,53.22,33.12,21.49,Clear,Medium,1,3,76.15,5.051068264721209,0.1716616129285556,1,LOW,Normal operation
122.34,23.09,23.36,37.53,46.34,30.8,Clear,High,9,5,91.89,5.237157534246576,0.5342114884620596,1,HIGH,Increase trip monitoring
107.94,30.11,24.27,46.46,36.08,36.11,Clear,Medium,10,3,76.39,4.447466007416564,0.2862200119036363,0,LOW,Normal operation
53.94,25.91,14.2,33.69,35.34,24.77,Clear,Medium,11,0,83.11,3.7985915492957747,0.22532629278395844,1,LOW,Normal operation
73.03,19.56,16.79,70.0,36.33,31.49,Cloudy,Low,5,4,69.99,4.349612864800477,0.18348386762242416,0,LOW,Normal operation
131.53,23.68,28.63,56.77,48.61,19.74,Cloudy,Low,19,2,87.18,4.594132029339853,0.3878999734655275,1,MEDIUM,Monitor trip
50.32,36.11,14.94,40.38,28.11,15.33,Clear,Low,6,3,84.66,3.3681392235609104,0.16246383237387046,1,LOW,Normal operation
39.8,31.37,10.73,60.39,35.14,29.01,Clear,Low,19,3,84.79,3.709226467847157,0.12130265411512568,0,LOW,Normal operation
115.71,16.65,20.05,53.3,42.97,25.72,Cloudy,Low,11,6,82.13,5.771072319201995,0.38427544849539547,0,MEDIUM,Monitor trip
95.93,32.08,28.47,35.53,50.03,25.8,Clear,Medium,18,2,73.31,3.369511766772041,0.290678362590062,1,LOW,Normal operation
125.31,36.32,27.0,31.42,36.49,34.21,Rain,High,5,0,78.1,4.641111111111111,0.6757372694756771,0,HIGH,Increase trip monitoring
31.85,22.92,7.77,39.17,22.41,30.4,Rain,Low,19,4,86.44,4.099099099099099,0.3139389564438902,0,MEDIUM,Monitor trip
122.48,28.41,24.57,59.62,40.48,24.57,Clear,Low,18,3,87.17,4.984940984940985,0.20508038026919093,0,LOW,Normal operation
28.91,27.8,11.19,40.23,19.21,22.38,Cloudy,Medium,6,4,77.83,2.583556747095621,0.2264105654802616,0,LOW,Normal operation
65.05,30.52,18.94,35.43,28.18,27.95,Heavy_Rain,Low,12,5,63.16,3.4345300950369584,0.502325044967817,1,HIGH,Increase trip monitoring
81.24,30.35,20.16,34.84,31.76,22.68,Cloudy,Medium,2,4,84.14,4.029761904761904,0.3385941459308221,0,MEDIUM,Monitor trip
44.87,22.88,12.65,44.61,31.04,27.5,Cloudy,Low,14,2,63.47,3.547035573122529,0.17755070303005607,0,LOW,Normal operation
135.2,26.75,25.1,47.97,30.23,23.53,Cloudy,Low,13,2,87.44,5.386454183266932,0.20847084497498589,0,LOW,Normal operation
113.38,23.24,22.06,47.71,30.89,20.38,Cloudy,Medium,8,1,84.33,5.1396192203082505,0.30011327947882255,0,MEDIUM,Monitor trip
71.56,38.03,25.33,28.46,32.6,24.48,Rain,High,15,7,84.66,2.8251085669167,0.6335532325895331,1,HIGH,Increase trip monitoring
100.98,20.55,21.35,45.89,36.29,26.06,Clear,Low,11,2,87.65,4.729742388758782,0.21032169245499768,1,LOW,Normal operation
74.29,34.22,18.88,65.16,34.08,14.22,Clear,Low,4,6,91.0,3.9348516949152548,0.19632647892477892,0,LOW,Normal operation
35.64,17.04,12.68,44.87,25.62,21.0,Cloudy,High,14,5,79.79,2.8107255520504735,0.3784506617923898,1,MEDIUM,Monitor trip
145.46,26.34,33.69,27.92,34.44,30.09,Heavy_Rain,Medium,19,5,61.93,4.317601662214307,0.7953311813950243,1,CRITICAL,Critical monitoring - Heavy rain risk
94.59,27.7,18.42,53.74,40.93,22.5,Clear,Low,4,6,83.97,5.135179153094462,0.19790943176266834,0,LOW,Normal operation
20.13,20.84,7.07,45.1,40.95,27.92,Clear,Medium,5,4,91.04,2.847241867043847,0.19147397591693785,0,LOW,Normal operation
68.72,20.13,14.47,47.13,20.48,23.61,Clear,Medium,15,1,70.03,4.74913614374568,0.22629357573216893,0,LOW,Normal operation
70.33,37.03,18.13,46.97,33.89,32.45,Clear,Medium,8,1,80.2,3.8792057363485934,0.17900018101934126,0,LOW,Normal operation
68.74,25.71,18.89,33.4,42.83,30.17,Heavy_Rain,Low,14,6,72.94,3.6389624139756482,0.647998151271175,1,HIGH,Increase trip monitoring
103.47,24.83,21.79,39.82,34.75,19.66,Clear,High,19,3,87.25,4.748508490133089,0.4090341116266935,0,MEDIUM,Monitor trip
61.35,22.02,15.97,47.05,28.8,21.75,Clear,High,7,3,83.71,3.8415779586725107,0.2808200893753189,0,LOW,Normal operation
90.36,31.33,20.98,40.42,34.3,24.56,Rain,Medium,1,1,78.6,4.306959008579599,0.33834007565555174,0,MEDIUM,Monitor trip
31.71,25.81,12.34,36.71,32.75,21.08,Heavy_Rain,Low,11,2,70.59,2.5696920583468397,0.3776552381110454,1,MEDIUM,Monitor trip
123.08,34.24,25.16,48.46,44.47,22.4,Clear,Medium,9,4,94.14,4.891891891891892,0.3411524932722863,0,MEDIUM,Monitor trip
27.2,16.21,7.96,61.77,32.0,20.46,Clear,Low,4,3,87.0,3.4170854271356785,0.12984455905066125,0,LOW,Normal operation
47.36,35.25,17.83,30.82,30.32,25.01,Clear,High,8,3,91.41,2.6561974200785197,0.4141001048821697,1,MEDIUM,Monitor trip
96.89,24.3,21.79,56.58,40.12,32.66,Clear,Medium,5,3,76.96,4.4465351078476365,0.14697185608591937,0,LOW,Normal operation
73.4,38.83,20.07,50.26,37.71,24.79,Clear,Low,6,0,86.04,3.657199800697559,0.11342806724856906,0,LOW,Normal operation
149.71,25.74,30.59,29.54,42.62,23.61,Heavy_Rain,Low,15,4,95.76,4.8940830336711345,0.6919492718031031,1,HIGH,Increase trip monitoring
44.24,31.66,18.18,39.6,25.64,28.36,Cloudy,High,20,3,81.11,2.4334433443344334,0.36287705100272044,0,MEDIUM,Monitor trip
59.23,24.43,13.48,57.6,32.18,24.89,Clear,Low,2,2,84.62,4.393916913946587,0.13387176111171764,0,LOW,Normal operation
111.19,38.42,28.32,34.5,33.43,20.0,Cloudy,High,20,5,82.72,3.9262005649717513,0.7115709966900696,0,CRITICAL,Critical monitoring - High traffic
87.4,35.74,26.42,20.0,26.17,32.5,Heavy_Rain,High,6,4,92.57,3.308099924299773,0.7132334302143366,1,CRITICAL,Critical monitoring - Heavy rain risk
87.5,30.28,16.81,46.0,35.24,29.46,Clear,High,9,8,82.53,5.20523497917906,0.26609453629771684,1,LOW,Normal operation
43.59,31.61,16.99,37.28,38.61,27.0,Heavy_Rain,High,14,1,97.47,2.565626839317246,0.3863142211227837,0,MEDIUM,Monitor trip
51.11,20.5,12.39,38.94,19.94,18.2,Rain,Medium,19,3,80.56,4.125100887812752,0.3754482333254171,0,MEDIUM,Monitor trip
102.15,28.71,23.93,29.91,47.95,25.08,Cloudy,Medium,15,6,68.06,4.26870037609695,0.7483312821578851,1,CRITICAL,Critical monitoring - Low vehicle speed
22.67,21.13,11.91,32.44,28.89,26.8,Rain,Medium,14,3,74.39,1.9034424853064653,0.368413232058824,0,MEDIUM,Monitor trip
127.71,20.9,27.46,32.27,32.54,20.4,Clear,High,11,8,76.66,4.650764748725418,0.6568676360338678,0,HIGH,Increase trip monitoring
63.2,39.65,19.49,36.55,19.58,25.32,Rain,High,12,4,86.93,3.2426885582349927,0.4366752359061706,1,MEDIUM,Monitor trip
82.57,16.79,17.18,20.79,40.35,30.62,Cloudy,High,7,7,93.53,4.806169965075669,0.5556399295490144,0,HIGH,Increase trip monitoring
39.74,19.58,11.66,34.71,31.08,25.36,Clear,High,7,4,84.92,3.4082332761578047,0.33327499303478103,0,MEDIUM,Monitor trip
121.71,33.88,22.4,43.41,32.68,25.8,Clear,High,5,1,89.15,5.433482142857143,0.39034621956951887,1,MEDIUM,Monitor trip
96.38,23.39,19.4,53.14,32.89,28.44,Clear,Low,6,3,75.28,4.968041237113402,0.12408597817463307,0,LOW,Normal operation
92.55,23.41,18.75,31.95,36.86,22.83,Cloudy,High,5,1,90.98,4.936,0.4737240940691724,1,MEDIUM,Monitor trip
107.94,28.46,25.07,40.79,35.2,25.19,Clear,High,3,5,75.49,4.305544475468688,0.5484097134732927,0,HIGH,Increase trip monitoring
35.62,33.46,11.53,49.25,15.0,22.59,Clear,Low,18,4,84.53,3.0893321769297484,0.13084515982813086,0,LOW,Normal operation
133.14,39.19,31.63,55.98,37.07,23.96,Cloudy,Medium,19,4,89.12,4.209294973126778,0.24528548627539512,0,LOW,Normal operation
149.79,25.92,31.71,41.93,29.79,23.68,Cloudy,Low,14,2,68.5,4.723746452223273,0.2483263800150243,0,LOW,Normal operation
135.49,23.63,33.08,48.56,29.66,30.1,Cloudy,Low,11,2,80.96,4.095828295042322,0.18906790329529263,1,LOW,Normal operation
111.39,37.6,30.09,44.65,42.89,28.41,Rain,Low,7,1,80.81,3.7018943170488536,0.36555924452858474,0,MEDIUM,Monitor trip
64.75,37.13,15.54,40.59,35.81,31.18,Cloudy,Medium,9,0,96.29,4.166666666666667,0.2294553488922006,0,LOW,Normal operation
50.19,16.11,13.99,26.48,34.16,25.16,Heavy_Rain,Low,8,5,92.05,3.5875625446747677,0.6409204968899355,1,HIGH,Increase trip monitoring
60.44,30.29,16.07,24.97,26.71,21.3,Cloudy,High,11,2,77.83,3.761045426260112,0.4708432632080853,0,MEDIUM,Monitor trip
89.19,38.42,27.03,38.5,38.94,25.41,Heavy_Rain,Medium,14,0,81.58,3.299667036625971,0.4146292375790538,1,MEDIUM,Monitor trip
91.08,37.36,24.36,67.22,42.67,24.95,Cloudy,Low,7,4,85.6,3.7389162561576357,0.18494253267557084,0,LOW,Normal operation
123.13,34.21,28.36,44.27,37.74,25.88,Clear,Medium,9,3,81.06,4.341678420310296,0.3000709961003359,0,MEDIUM,Monitor trip
146.05,30.87,32.22,46.46,33.76,33.23,Clear,High,5,2,66.81,4.5328988206083185,0.323041916305122,0,MEDIUM,Monitor trip
99.51,20.92,20.69,42.61,38.67,31.61,Clear,Medium,13,0,72.02,4.809569840502658,0.1934777929450383,0,LOW,Normal operation
117.94,37.97,27.51,39.14,40.33,25.97,Rain,Medium,4,1,100.0,4.287168302435478,0.41337063215826647,0,MEDIUM,Monitor trip
67.04,37.14,20.51,55.55,32.19,30.85,Clear,Low,5,4,77.54,3.2686494392979033,0.11472614017374906,0,LOW,Normal operation
105.31,28.53,22.67,52.89,41.1,24.8,Clear,Low,8,3,97.2,4.645346272606969,0.19556408347472448,0,LOW,Normal operation
114.2,39.17,26.61,50.6,46.03,20.89,Rain,Low,2,3,78.99,4.291619691845171,0.6814370479073949,0,HIGH,Increase trip monitoring
103.17,26.47,24.79,32.83,49.17,24.93,Heavy_Rain,Low,18,2,88.95,4.161758773699073,0.7103951069294671,1,CRITICAL,Critical monitoring - Heavy rain risk
118.05,38.59,27.82,54.23,33.91,17.67,Clear,Low,16,4,91.16,4.243350107836089,0.20212377681810814,1,LOW,Normal operation
90.42,33.51,22.94,39.67,34.28,30.06,Rain,Low,10,4,71.6,3.9415867480383606,0.2900115903245792,0,LOW,Normal operation
33.52,19.76,9.31,33.83,29.85,27.13,Cloudy,High,7,5,76.41,3.6004296455424276,0.5145591062720305,0,HIGH,Increase trip monitoring
28.04,31.26,7.65,58.95,33.25,26.75,Cloudy,Low,12,5,78.1,3.665359477124183,0.27683573639752007,0,LOW,Normal operation
72.6,21.65,17.82,44.5,31.25,24.62,Cloudy,Medium,13,1,72.42,4.0740740740740735,0.2253772259254585,1,LOW,Normal operation
39.3,30.25,15.42,55.08,35.06,17.78,Clear,Medium,9,0,74.53,2.5486381322957197,0.1761399185265263,0,LOW,Normal operation
108.83,28.54,22.8,41.93,24.82,29.81,Clear,High,20,4,77.65,4.773245614035088,0.37282263925349524,0,MEDIUM,Monitor trip
101.19,17.78,21.23,38.53,42.53,18.07,Rain,Medium,16,6,73.13,4.7663683466792275,0.5964232612389267,1,HIGH,Increase trip monitoring
97.56,31.87,23.77,40.65,41.28,29.34,Clear,Medium,10,8,84.31,4.104333193100547,0.22414172844233568,0,LOW,Normal operation
34.83,25.2,14.07,56.14,40.79,25.84,Cloudy,Low,7,3,85.56,2.4754797441364604,0.16727427667079914,0,LOW,Normal operation
58.1,34.26,19.16,46.22,20.78,22.28,Cloudy,High,19,0,70.85,3.0323590814196244,0.31855286665813587,0,MEDIUM,Monitor trip
57.01,17.07,16.47,25.74,34.05,17.1,Cloudy,High,6,1,96.26,3.4614450516089863,0.47267221121434905,0,MEDIUM,Monitor trip
120.65,15.48,23.41,36.77,33.57,23.6,Heavy_Rain,Low,19,2,66.04,5.1537804357112345,0.6070092494013184,1,HIGH,Increase trip monitoring
139.13,25.69,27.23,53.24,36.23,23.23,Cloudy,Medium,3,5,76.6,5.109438119720896,0.482463447515978,0,MEDIUM,Monitor trip
121.01,27.05,27.52,51.09,36.17,22.33,Clear,Medium,9,3,85.37,4.397165697674419,0.29226733512501607,0,LOW,Normal operation
147.6,27.76,30.36,50.53,40.14,22.86,Cloudy,Medium,18,5,90.18,4.861660079051383,0.404406736840447,0,MEDIUM,Monitor trip
81.62,30.42,19.19,45.9,49.0,18.26,Clear,Medium,6,6,83.38,4.253256904637833,0.44500584318023684,0,MEDIUM,Monitor trip
140.09,31.43,27.62,55.66,46.27,21.57,Clear,Low,14,2,73.73,5.07204923968139,0.4008986790825405,1,MEDIUM,Monitor trip
82.31,31.21,27.54,32.97,40.02,23.45,Heavy_Rain,Low,13,2,72.51,2.988743645606391,0.5943109463802827,0,HIGH,Increase trip monitoring
