Trip_ID,Truck_ID,Driver_ID,Date,Mine,Destination,Distance_km,Coal_Weight_Ton,Fuel_Used_Liters,Average_Speed_kmh,Loading_Time_Min,Unloading_Time_Min,Weather,Traffic_Level,Driver_Experience_Years,Previous_Delays,Safety_Score,Delay,Fuel_Efficiency_km_per_liter,Loading_Time_Group,Experience_Group
TRIP-02855,TRK-050,DRV-112,2026-11-13,Mine_A,Railway_Yard_B,65.19,23.71,14.59,49.65,32.18,25.32,Clear,Medium,7,1,63.61,0,4.468128855380398,30-40 min,4-7 years
TRIP-09606,TRK-050,DRV-151,2026-11-13,Mine_A,Power_Plant_A,118.65,27.48,25.14,44.01,28.16,32.21,Clear,Medium,11,0,74.18,1,4.719570405727924,Under 30 min,8-12 years
TRIP-03272,TRK-074,DRV-168,2026-11-13,Mine_C,Railway_Yard_A,69.67,18.65,13.31,44.08,41.5,24.98,Cloudy,High,17,3,78.77,1,5.234410217881292,40-50 min,13-20 years
TRIP-08551,TRK-048,DRV-121,2026-11-13,Mine_B,Railway_Yard_B,82.42,27.69,15.45,42.66,17.91,26.17,Clear,High,18,3,92.6,0,5.334627831715211,Under 30 min,13-20 years
TRIP-05179,TRK-031,DRV-164,2026-11-13,Mine_C,Power_Plant_A,128.31,19.65,24.42,38.3,34.44,17.92,Cloudy,Medium,7,1,79.41,0,5.254299754299754,30-40 min,4-7 years
TRIP-05628,TRK-095,DRV-176,2026-11-13,Mine_D,Power_Plant_B,61.77,33.67,16.14,41.99,29.58,19.95,Clear,High,10,7,76.68,0,3.8271375464684017,Under 30 min,8-12 years
TRIP-02660,TRK-021,DRV-052,2026-11-13,Mine_B,Power_Plant_A,26.22,16.05,8.63,55.17,26.18,28.67,Clear,Low,2,0,86.37,0,3.038238702201622,Under 30 min,1-3 years
TRIP-02274,TRK-068,DRV-126,2026-11-13,Mine_B,Power_Plant_B,88.65,16.04,19.11,38.74,33.57,22.17,Rain,Low,11,3,76.01,0,4.638932496075354,30-40 min,8-12 years
TRIP-09038,TRK-042,DRV-027,2026-11-13,Mine_D,Power_Plant_B,149.01,36.22,29.4,61.76,29.78,31.47,Clear,Medium,5,2,74.0,0,5.068367346938776,Under 30 min,4-7 years
TRIP-09799,TRK-002,DRV-002,2026-11-13,Mine_B,Power_Plant_B,99.35,36.58,23.89,45.85,32.82,24.89,Cloudy,Medium,14,4,86.71,0,4.158643784010046,30-40 min,13-20 years
TRIP-01429,TRK-086,DRV-060,2026-11-13,Mine_B,Railway_Yard_A,68.89,20.84,19.64,30.24,42.88,20.97,Heavy_Rain,Medium,20,1,88.03,1,3.5076374745417516,40-50 min,13-20 years
TRIP-05551,TRK-011,DRV-081,2026-11-13,Mine_C,Railway_Yard_A,53.82,39.26,18.55,40.42,32.78,22.46,Rain,Low,12,4,98.94,0,2.9013477088948787,30-40 min,8-12 years
TRIP-08262,TRK-042,DRV-164,2026-11-14,Mine_B,Power_Plant_B,78.77,19.11,19.41,30.61,41.4,28.78,Clear,Medium,10,3,91.08,0,4.058217413704276,40-50 min,8-12 years
TRIP-09973,TRK-047,DRV-133,2026-11-14,Mine_C,Power_Plant_A,103.78,21.64,18.79,46.1,21.54,24.41,Cloudy,Medium,20,2,84.35,0,5.523150612027675,Under 30 min,13-20 years
TRIP-00214,TRK-062,DRV-107,2026-11-14,Mine_D,Railway_Yard_B,29.55,33.34,11.99,53.1,28.8,22.91,Cloudy,Low,11,2,92.85,0,2.4645537948290244,Under 30 min,8-12 years
TRIP-09937,TRK-036,DRV-019,2026-11-14,Mine_C,Railway_Yard_B,23.54,16.62,8.28,45.91,27.28,23.69,Clear,High,7,1,76.31,0,2.842995169082126,Under 30 min,4-7 years
TRIP-09104,TRK-064,DRV-159,2026-11-14,Mine_A,Railway_Yard_A,25.91,19.11,6.68,41.07,41.2,16.6,Rain,Low,18,3,85.44,0,3.8787425149700603,40-50 min,13-20 years
TRIP-06383,TRK-041,DRV-111,2026-11-14,Mine_D,Power_Plant_B,63.52,30.65,19.83,44.63,32.07,24.37,Rain,Low,12,1,86.4,0,3.203227433182048,30-40 min,8-12 years
TRIP-03615,TRK-041,DRV-108,2026-11-14,Mine_C,Power_Plant_B,36.93,26.57,13.22,45.55,39.66,26.62,Clear,High,1,1,78.36,1,2.7934947049924355,30-40 min,1-3 years
TRIP-01258,TRK-057,DRV-198,2026-11-14,Mine_B,Railway_Yard_A,143.23,30.61,28.39,51.85,40.83,29.02,Cloudy,Low,9,1,76.25,0,5.04508629799225,40-50 min,8-12 years
TRIP-08732,TRK-031,DRV-187,2026-11-14,Mine_B,Power_Plant_A,41.35,38.75,13.83,39.43,38.04,20.22,Clear,High,10,0,73.57,0,2.989877078814172,30-40 min,8-12 years
TRIP-08504,TRK-045,DRV-112,2026-11-14,Mine_D,Power_Plant_B,23.42,27.92,11.59,37.73,37.78,30.8,Clear,High,4,1,83.51,0,2.020707506471096,30-40 min,4-7 years
TRIP-03213,TRK-057,DRV-135,2026-11-14,Mine_D,Power_Plant_A,127.1,38.69,29.71,41.64,30.09,19.38,Rain,Low,5,4,70.11,1,4.27802086839448,30-40 min,4-7 years
TRIP-03648,TRK-047,DRV-200,2026-11-14,Mine_B,Power_Plant_A,138.11,37.64,31.42,36.56,39.4,28.94,Clear,High,4,5,83.08,0,4.395607893061745,30-40 min,4-7 years
TRIP-09084,TRK-030,DRV-019,2026-11-14,Mine_B,Power_Plant_A,63.85,21.54,11.8,43.19,35.39,25.58,Clear,Medium,2,1,86.49,0,5.411016949152542,30-40 min,1-3 years
TRIP-02505,TRK-036,DRV-178,2026-11-14,Mine_D,Power_Plant_A,63.01,32.4,16.42,40.08,32.15,27.42,Rain,Medium,4,5,81.72,1,3.837393422655298,30-40 min,4-7 years
TRIP-09633,TRK-028,DRV-041,2026-11-14,Mine_C,Railway_Yard_A,110.91,32.56,25.72,54.64,30.99,28.19,Clear,Medium,16,2,86.53,0,4.312208398133748,30-40 min,13-20 years
TRIP-09627,TRK-076,DRV-175,2026-11-14,Mine_B,Railway_Yard_A,128.15,26.28,26.66,56.73,15.0,25.35,Cloudy,Low,13,2,74.36,0,4.806826706676669,Under 30 min,13-20 years
TRIP-08349,TRK-077,DRV-084,2026-11-14,Mine_A,Power_Plant_B,29.2,35.24,10.7,43.47,28.84,25.09,Rain,High,14,2,76.74,0,2.7289719626168227,Under 30 min,13-20 years
TRIP-01355,TRK-074,DRV-004,2026-11-14,Mine_A,Power_Plant_B,36.28,36.44,12.03,45.55,21.16,22.34,Clear,Medium,1,2,86.88,0,3.0157938487115548,Under 30 min,1-3 years
TRIP-00176,TRK-066,DRV-128,2026-11-14,Mine_A,Power_Plant_B,96.38,29.18,26.77,47.26,36.77,32.81,Clear,Medium,12,1,61.87,0,3.600298841987299,30-40 min,8-12 years
TRIP-07639,TRK-087,DRV-155,2026-11-14,Mine_D,Power_Plant_B,146.4,34.24,32.18,50.17,39.91,31.62,Clear,Medium,17,2,88.94,1,4.5494095711622125,30-40 min,13-20 years
TRIP-01836,TRK-074,DRV-012,2026-11-14,Mine_C,Railway_Yard_B,64.49,19.54,18.38,32.03,36.9,21.83,Cloudy,High,2,2,89.19,1,3.5087051142546244,30-40 min,1-3 years
TRIP-04811,TRK-002,DRV-149,2026-11-14,Mine_A,Railway_Yard_B,115.33,39.12,26.94,47.33,39.36,28.82,Cloudy,Low,8,0,82.27,0,4.280994803266518,30-40 min,8-12 years
TRIP-00790,TRK-065,DRV-169,2026-11-14,Mine_D,Railway_Yard_A,147.48,33.18,31.74,34.59,38.62,20.27,Rain,High,14,4,94.14,1,4.646502835538752,30-40 min,13-20 years
TRIP-01589,TRK-087,DRV-050,2026-11-14,Mine_B,Railway_Yard_A,33.66,20.55,10.8,47.19,36.97,24.71,Rain,Low,10,2,86.24,0,3.1166666666666663,30-40 min,8-12 years
TRIP-07306,TRK-077,DRV-095,2026-11-14,Mine_B,Railway_Yard_B,78.86,35.82,19.73,48.28,33.34,24.66,Clear,High,12,4,70.87,1,3.996958945767866,30-40 min,8-12 years
TRIP-07928,TRK-044,DRV-039,2026-11-14,Mine_C,Railway_Yard_A,88.72,37.93,23.24,59.81,40.35,20.77,Cloudy,Low,19,3,86.65,0,3.817555938037866,40-50 min,13-20 years
TRIP-01211,TRK-026,DRV-073,2026-11-14,Mine_C,Railway_Yard_A,36.91,28.04,16.83,20.0,34.05,17.48,Heavy_Rain,High,9,1,82.3,1,2.1931075460487226,30-40 min,8-12 years
TRIP-01119,TRK-060,DRV-038,2026-11-14,Mine_A,Railway_Yard_A,32.32,16.51,10.22,54.79,37.47,22.19,Clear,Medium,5,4,77.47,0,3.162426614481409,30-40 min,4-7 years
TRIP-00800,TRK-059,DRV-058,2026-11-14,Mine_C,Railway_Yard_A,149.74,25.04,29.93,57.09,41.66,28.97,Clear,Low,12,2,91.82,0,5.003007016371534,40-50 min,8-12 years
TRIP-06398,TRK-098,DRV-081,2026-11-14,Mine_A,Railway_Yard_B,96.52,33.25,20.86,63.71,32.0,32.7,Rain,Low,14,3,83.43,0,4.627037392138063,30-40 min,13-20 years
TRIP-00598,TRK-096,DRV-127,2026-11-14,Mine_B,Railway_Yard_B,22.77,19.97,5.0,46.73,25.12,24.9,Clear,Medium,6,3,76.77,0,4.554,Under 30 min,4-7 years
TRIP-02877,TRK-098,DRV-071,2026-11-15,Mine_B,Power_Plant_A,124.95,24.46,21.35,40.61,29.56,26.25,Cloudy,High,13,0,84.61,0,5.852459016393443,Under 30 min,13-20 years
TRIP-02437,TRK-042,DRV-147,2026-11-15,Mine_B,Power_Plant_B,62.08,34.98,16.81,59.94,39.13,23.91,Clear,Low,17,6,82.66,1,3.693039857227841,30-40 min,13-20 years
TRIP-09558,TRK-096,DRV-120,2026-11-15,Mine_D,Power_Plant_A,55.39,22.27,13.98,45.57,30.95,19.65,Clear,Medium,9,1,75.49,0,3.9620886981402004,30-40 min,8-12 years
TRIP-08522,TRK-093,DRV-106,2026-11-15,Mine_B,Railway_Yard_A,116.47,37.08,23.45,52.23,36.22,28.33,Clear,Medium,16,3,94.14,0,4.966737739872069,30-40 min,13-20 years
TRIP-02007,TRK-086,DRV-200,2026-11-15,Mine_D,Railway_Yard_B,25.91,18.07,12.93,20.73,26.2,21.65,Heavy_Rain,Medium,4,2,75.06,0,2.0038669760247485,Under 30 min,4-7 years
TRIP-06567,TRK-072,DRV-099,2026-11-15,Mine_A,Power_Plant_A,26.44,25.02,10.97,51.82,37.46,26.4,Clear,Low,20,4,58.78,1,2.4102096627164995,30-40 min,13-20 years
TRIP-05047,TRK-011,DRV-027,2026-11-15,Mine_C,Railway_Yard_A,27.69,32.85,12.51,54.64,27.28,24.59,Rain,Low,13,1,72.8,0,2.2134292565947242,Under 30 min,13-20 years
TRIP-08826,TRK-038,DRV-117,2026-11-15,Mine_B,Railway_Yard_A,91.53,31.48,22.83,46.46,20.73,18.3,Rain,Low,12,2,93.3,0,4.009198423127464,Under 30 min,8-12 years
TRIP-03142,TRK-056,DRV-048,2026-11-15,Mine_B,Railway_Yard_A,92.73,37.91,23.98,40.47,24.75,25.73,Cloudy,Low,4,2,91.93,0,3.86697247706422,Under 30 min,4-7 years
TRIP-05880,TRK-049,DRV-093,2026-11-15,Mine_B,Power_Plant_A,53.76,28.03,17.07,31.88,33.91,20.39,Rain,Medium,10,6,83.7,1,3.149384885764499,30-40 min,8-12 years
TRIP-03452,TRK-003,DRV-123,2026-11-15,Mine_C,Railway_Yard_B,42.47,23.52,14.22,56.94,39.17,21.47,Clear,Low,4,6,71.72,0,2.9866385372714483,30-40 min,4-7 years
TRIP-03918,TRK-059,DRV-130,2026-11-15,Mine_C,Power_Plant_A,75.14,24.36,12.06,53.7,40.63,25.96,Clear,Low,10,4,82.21,0,6.230514096185738,40-50 min,8-12 years
TRIP-07099,TRK-009,DRV-100,2026-11-15,Mine_C,Power_Plant_B,124.11,16.75,22.28,56.68,34.11,22.82,Clear,Low,19,1,69.28,1,5.5704667863554755,30-40 min,13-20 years
TRIP-02708,TRK-062,DRV-173,2026-11-15,Mine_B,Railway_Yard_B,61.94,32.81,15.02,37.38,30.03,21.36,Clear,High,17,3,83.59,0,4.123834886817576,30-40 min,13-20 years
TRIP-02599,TRK-026,DRV-086,2026-11-15,Mine_B,Power_Plant_B,89.36,25.93,21.17,35.42,36.6,12.66,Clear,High,17,1,70.74,0,4.2210675484175715,30-40 min,13-20 years
TRIP-03182,TRK-061,DRV-123,2026-11-15,Mine_B,Power_Plant_B,104.61,30.89,22.76,55.08,15.0,23.32,Clear,Medium,17,4,87.38,0,4.59622144112478,Under 30 min,13-20 years
TRIP-03902,TRK-004,DRV-162,2026-11-15,Mine_C,Power_Plant_B,49.07,37.83,15.6,51.55,34.15,28.17,Clear,Low,16,3,72.72,0,3.1455128205128204,30-40 min,13-20 years
TRIP-00510,TRK-069,DRV-197,2026-11-15,Mine_C,Railway_Yard_A,31.95,15.47,9.1,49.73,38.03,26.06,Clear,Medium,12,4,70.76,0,3.510989010989011,30-40 min,8-12 years
TRIP-06257,TRK-034,DRV-035,2026-11-15,Mine_D,Railway_Yard_B,142.34,28.27,35.17,31.67,49.64,24.57,Heavy_Rain,Low,16,1,79.74,1,4.047199317600227,40-50 min,13-20 years
TRIP-04474,TRK-065,DRV-014,2026-11-15,Mine_C,Railway_Yard_A,22.0,38.16,11.67,46.84,30.8,18.37,Rain,Low,19,2,69.06,1,1.8851756640959725,30-40 min,13-20 years
TRIP-08093,TRK-044,DRV-105,2026-11-15,Mine_D,Power_Plant_A,35.33,25.36,11.9,37.53,32.88,28.85,Clear,High,9,2,80.32,1,2.9689075630252098,30-40 min,8-12 years
TRIP-07635,TRK-071,DRV-144,2026-11-15,Mine_A,Power_Plant_B,42.33,29.43,17.09,48.52,51.1,22.18,Clear,High,8,7,72.26,1,2.4768870684610884,Over 50 min,8-12 years
TRIP-09854,TRK-046,DRV-035,2026-11-15,Mine_D,Railway_Yard_A,50.26,19.73,16.83,41.77,40.78,16.42,Clear,Medium,15,3,81.68,0,2.9863339275103984,40-50 min,13-20 years
TRIP-07595,TRK-031,DRV-038,2026-11-15,Mine_C,Railway_Yard_A,120.69,18.39,22.99,54.63,44.08,25.3,Clear,Low,19,1,93.37,1,5.249673771204872,40-50 min,13-20 years
TRIP-04954,TRK-001,DRV-106,2026-11-15,Mine_B,Railway_Yard_A,118.62,23.1,24.37,40.29,47.22,14.05,Cloudy,Medium,2,0,85.48,0,4.867459991793188,40-50 min,1-3 years
TRIP-06937,TRK-088,DRV-080,2026-11-15,Mine_A,Power_Plant_A,76.95,23.98,15.81,53.53,38.01,16.75,Clear,Low,3,3,98.81,0,4.867172675521822,30-40 min,1-3 years
TRIP-09534,TRK-053,DRV-061,2026-11-15,Mine_B,Railway_Yard_B,77.31,26.16,16.63,47.68,42.44,23.45,Cloudy,Low,4,2,77.2,1,4.648827420324714,40-50 min,4-7 years
TRIP-04253,TRK-007,DRV-065,2026-11-16,Mine_A,Power_Plant_A,89.68,34.47,22.72,48.6,38.93,21.32,Clear,Medium,19,4,85.28,1,3.94718309859155,30-40 min,13-20 years
TRIP-01890,TRK-081,DRV-189,2026-11-16,Mine_D,Power_Plant_B,86.73,37.59,24.85,33.54,29.16,27.91,Cloudy,High,9,2,84.03,0,3.4901408450704223,Under 30 min,8-12 years
TRIP-04642,TRK-032,DRV-073,2026-11-16,Mine_D,Railway_Yard_B,79.27,26.87,21.68,27.31,42.53,21.96,Cloudy,High,7,7,76.73,0,3.6563653136531364,40-50 min,4-7 years
TRIP-00205,TRK-051,DRV-041,2026-11-16,Mine_C,Railway_Yard_A,108.7,28.51,23.02,43.33,43.14,24.24,Rain,Medium,2,0,93.49,1,4.721980886185926,40-50 min,1-3 years
TRIP-00402,TRK-027,DRV-104,2026-11-16,Mine_C,Railway_Yard_A,52.52,24.91,14.74,35.7,49.09,26.78,Rain,Medium,20,0,86.92,0,3.5630936227951153,40-50 min,13-20 years
TRIP-04816,TRK-026,DRV-090,2026-11-16,Mine_C,Power_Plant_B,86.53,24.07,17.22,49.05,49.45,25.13,Clear,Medium,8,2,84.68,1,5.024970963995354,40-50 min,8-12 years
TRIP-01701,TRK-003,DRV-080,2026-11-16,Mine_C,Railway_Yard_B,33.57,39.21,15.75,54.75,30.91,28.87,Clear,Low,8,3,77.44,1,2.1314285714285712,30-40 min,8-12 years
TRIP-03510,TRK-044,DRV-185,2026-11-16,Mine_C,Railway_Yard_A,94.74,35.39,20.87,45.91,30.99,21.53,Clear,Medium,13,2,95.97,0,4.539530426449448,30-40 min,13-20 years
TRIP-03360,TRK-090,DRV-151,2026-11-16,Mine_C,Power_Plant_B,69.07,20.75,22.13,26.15,40.73,18.53,Heavy_Rain,Medium,4,3,79.64,1,3.1211025756891098,40-50 min,4-7 years
TRIP-01927,TRK-035,DRV-089,2026-11-16,Mine_B,Railway_Yard_A,83.89,39.12,22.56,39.12,24.76,24.36,Clear,Medium,2,4,78.05,0,3.7185283687943267,Under 30 min,1-3 years
TRIP-07855,TRK-011,DRV-135,2026-11-16,Mine_B,Power_Plant_A,59.46,25.84,14.35,23.57,39.1,26.72,Heavy_Rain,High,14,2,100.0,1,4.143554006968642,30-40 min,13-20 years
TRIP-07604,TRK-006,DRV-039,2026-11-16,Mine_A,Railway_Yard_B,78.81,32.0,22.65,25.07,31.38,24.09,Heavy_Rain,Medium,11,1,82.4,1,3.479470198675497,30-40 min,8-12 years
TRIP-00910,TRK-056,DRV-015,2026-11-16,Mine_B,Railway_Yard_A,44.14,37.08,23.08,27.55,21.38,24.17,Rain,Medium,2,5,73.9,0,1.9124783362218372,Under 30 min,1-3 years
TRIP-01789,TRK-013,DRV-147,2026-11-16,Mine_C,Power_Plant_A,50.15,23.84,15.11,35.65,38.75,34.92,Heavy_Rain,Low,6,2,88.34,0,3.3189940436796825,30-40 min,4-7 years
TRIP-05134,TRK-048,DRV-161,2026-11-16,Mine_D,Railway_Yard_B,84.53,25.59,19.47,46.73,37.14,16.96,Cloudy,Low,15,5,80.23,1,4.341551104262969,30-40 min,13-20 years
TRIP-05559,TRK-040,DRV-148,2026-11-16,Mine_B,Railway_Yard_A,121.14,23.08,23.08,59.48,43.71,24.81,Clear,Low,13,1,82.48,0,5.248700173310226,40-50 min,13-20 years
TRIP-05218,TRK-062,DRV-029,2026-11-16,Mine_A,Railway_Yard_B,57.5,33.39,17.21,54.57,39.75,29.02,Clear,Medium,16,3,75.98,1,3.3410807669959324,30-40 min,13-20 years
TRIP-07996,TRK-058,DRV-078,2026-11-16,Mine_C,Power_Plant_A,65.54,15.27,14.5,47.91,20.16,20.0,Clear,Medium,6,2,92.42,0,4.5200000000000005,Under 30 min,4-7 years
TRIP-02585,TRK-036,DRV-025,2026-11-16,Mine_A,Power_Plant_B,53.79,22.23,12.76,43.92,40.44,28.73,Clear,Low,5,1,86.33,0,4.2155172413793105,40-50 min,4-7 years
TRIP-07946,TRK-088,DRV-156,2026-11-16,Mine_B,Railway_Yard_A,45.1,34.91,18.95,51.61,34.8,24.67,Clear,Low,2,6,79.64,1,2.379947229551451,30-40 min,1-3 years
TRIP-00247,TRK-069,DRV-110,2026-11-16,Mine_B,Power_Plant_A,87.23,27.76,19.89,53.79,29.14,22.27,Cloudy,Low,3,6,88.79,0,4.38562091503268,Under 30 min,1-3 years
TRIP-02990,TRK-083,DRV-128,2026-11-16,Mine_C,Power_Plant_A,49.43,25.28,12.83,39.04,48.32,10.0,Rain,Low,14,3,86.58,1,3.8526890101325018,40-50 min,13-20 years
TRIP-03087,TRK-069,DRV-080,2026-11-16,Mine_A,Power_Plant_B,128.88,26.2,28.56,46.77,32.91,21.64,Clear,High,14,2,80.43,0,4.512605042016807,30-40 min,13-20 years
TRIP-05652,TRK-062,DRV-104,2026-11-17,Mine_A,Railway_Yard_B,60.85,22.08,14.88,36.76,37.4,24.12,Clear,High,3,5,83.53,1,4.089381720430107,30-40 min,1-3 years
TRIP-08394,TRK-069,DRV-045,2026-11-17,Mine_A,Power_Plant_A,56.37,29.15,20.33,32.82,29.62,24.69,Heavy_Rain,Low,13,4,89.83,0,2.7727496310870636,Under 30 min,13-20 years
TRIP-04393,TRK-034,DRV-174,2026-11-17,Mine_B,Railway_Yard_B,60.25,33.14,19.26,32.74,38.91,18.58,Rain,Medium,4,3,77.46,0,3.128245067497404,30-40 min,4-7 years
TRIP-01390,TRK-054,DRV-199,2026-11-17,Mine_D,Railway_Yard_B,31.33,17.73,8.44,40.05,35.23,31.12,Rain,Medium,12,1,81.44,1,3.712085308056872,30-40 min,8-12 years
TRIP-02714,TRK-004,DRV-098,2026-11-17,Mine_B,Railway_Yard_A,86.14,32.2,26.04,27.44,32.0,27.58,Heavy_Rain,Medium,1,3,68.53,1,3.3079877112135176,30-40 min,1-3 years
TRIP-08436,TRK-092,DRV-176,2026-11-17,Mine_B,Power_Plant_A,52.91,33.52,16.89,52.61,28.48,24.34,Clear,Low,2,0,71.3,0,3.132622853759621,Under 30 min,1-3 years
TRIP-08447,TRK-071,DRV-185,2026-11-17,Mine_D,Railway_Yard_A,127.12,29.58,29.19,66.13,52.46,22.35,Clear,Low,12,3,88.65,0,4.3549160671462825,Over 50 min,8-12 years
TRIP-08957,TRK-083,DRV-162,2026-11-17,Mine_D,Railway_Yard_B,137.89,28.57,32.96,34.84,44.39,25.68,Heavy_Rain,Low,18,1,64.2,0,4.183555825242718,40-50 min,13-20 years
TRIP-08468,TRK-076,DRV-160,2026-11-17,Mine_C,Power_Plant_A,113.61,19.49,23.96,45.65,16.46,26.88,Clear,Medium,16,2,86.95,0,4.741652754590985,Under 30 min,13-20 years
TRIP-09412,TRK-003,DRV-074,2026-11-17,Mine_B,Power_Plant_A,56.71,22.26,11.74,44.25,42.89,22.25,Rain,Low,6,0,78.27,1,4.830494037478705,40-50 min,4-7 years
TRIP-07032,TRK-058,DRV-120,2026-11-17,Mine_D,Railway_Yard_A,124.49,23.33,27.33,45.26,30.58,17.24,Cloudy,Medium,2,2,83.1,0,4.5550676911818515,30-40 min,1-3 years
TRIP-04521,TRK-036,DRV-070,2026-11-17,Mine_C,Power_Plant_A,46.41,34.63,15.38,22.68,36.31,18.92,Rain,Medium,17,4,77.57,0,3.0175552665799734,30-40 min,13-20 years
TRIP-00493,TRK-016,DRV-053,2026-11-17,Mine_C,Power_Plant_B,20.81,26.85,11.78,34.5,29.61,14.98,Heavy_Rain,Low,5,4,100.0,0,1.766553480475382,Under 30 min,4-7 years
TRIP-05383,TRK-021,DRV-079,2026-11-17,Mine_D,Railway_Yard_B,94.18,16.84,19.88,29.05,37.28,29.3,Rain,Medium,14,3,75.58,1,4.737424547283703,30-40 min,13-20 years
TRIP-06444,TRK-036,DRV-063,2026-11-17,Mine_B,Power_Plant_B,31.81,37.34,14.52,45.57,31.22,33.64,Clear,High,7,1,81.37,1,2.190771349862259,30-40 min,4-7 years
TRIP-05132,TRK-018,DRV-044,2026-11-17,Mine_B,Power_Plant_A,28.91,27.8,11.19,40.23,19.21,22.38,Cloudy,Medium,6,4,77.83,0,2.583556747095621,Under 30 min,4-7 years
TRIP-00930,TRK-070,DRV-046,2026-11-17,Mine_B,Railway_Yard_B,100.9,29.49,22.55,45.36,29.68,17.84,Clear,High,9,4,82.34,0,4.47450110864745,Under 30 min,8-12 years
TRIP-00385,TRK-032,DRV-015,2026-11-17,Mine_C,Power_Plant_A,123.21,17.97,23.95,53.43,36.7,24.47,Clear,Low,16,1,95.41,0,5.14446764091858,30-40 min,13-20 years
TRIP-07018,TRK-021,DRV-083,2026-11-17,Mine_C,Power_Plant_A,135.06,37.05,36.28,20.0,32.67,23.08,Heavy_Rain,Medium,2,4,87.89,1,3.7227122381477398,30-40 min,1-3 years
TRIP-02019,TRK-030,DRV-131,2026-11-17,Mine_C,Railway_Yard_B,68.53,30.24,15.99,40.23,53.26,27.39,Clear,Medium,5,0,100.0,1,4.285803627267042,Over 50 min,4-7 years
TRIP-01053,TRK-008,DRV-033,2026-11-17,Mine_D,Railway_Yard_A,27.14,35.56,11.22,60.09,33.75,28.68,Clear,Low,10,5,72.43,0,2.4188948306595366,30-40 min,8-12 years
TRIP-07816,TRK-077,DRV-187,2026-11-17,Mine_C,Railway_Yard_A,120.72,24.64,29.55,42.68,32.37,21.74,Cloudy,High,12,4,83.64,0,4.0852791878172585,30-40 min,8-12 years
TRIP-02624,TRK-007,DRV-125,2026-11-17,Mine_C,Power_Plant_A,136.52,20.51,23.56,62.37,29.26,34.74,Clear,Low,9,3,84.47,1,5.794567062818337,Under 30 min,8-12 years
TRIP-01201,TRK-029,DRV-156,2026-11-17,Mine_A,Power_Plant_A,73.04,19.05,14.38,45.69,46.61,22.62,Cloudy,Low,3,4,76.1,0,5.079276773296245,40-50 min,1-3 years
TRIP-07669,TRK-040,DRV-043,2026-11-17,Mine_D,Power_Plant_A,84.24,32.46,22.74,58.33,26.8,32.01,Clear,Low,4,4,71.82,0,3.704485488126649,Under 30 min,4-7 years
TRIP-04126,TRK-011,DRV-140,2026-11-17,Mine_D,Railway_Yard_A,131.59,37.64,28.46,47.78,37.93,32.95,Cloudy,Low,3,4,78.22,0,4.623682361208714,30-40 min,1-3 years
TRIP-09508,TRK-090,DRV-126,2026-11-17,Mine_D,Power_Plant_A,88.62,36.04,22.75,40.7,37.21,18.83,Rain,Low,13,5,86.02,0,3.8953846153846157,30-40 min,13-20 years
TRIP-01958,TRK-046,DRV-054,2026-11-18,Mine_C,Railway_Yard_B,30.22,33.29,15.27,43.55,48.04,17.12,Rain,Medium,6,4,91.34,0,1.9790438768827767,40-50 min,4-7 years
TRIP-02151,TRK-069,DRV-119,2026-11-18,Mine_C,Railway_Yard_B,133.72,23.69,30.96,37.49,32.31,26.3,Rain,Medium,14,4,85.76,0,4.319121447028424,30-40 min,13-20 years
TRIP-01502,TRK-039,DRV-075,2026-11-18,Mine_A,Power_Plant_A,71.05,20.24,15.02,47.68,36.58,24.88,Cloudy,Low,17,3,93.99,0,4.730359520639148,30-40 min,13-20 years
TRIP-01043,TRK-004,DRV-069,2026-11-18,Mine_D,Power_Plant_A,44.68,24.9,13.24,57.73,32.33,29.57,Clear,Low,20,2,77.29,0,3.3746223564954683,30-40 min,13-20 years
TRIP-09657,TRK-021,DRV-025,2026-11-18,Mine_A,Railway_Yard_A,135.2,26.75,25.1,47.97,30.23,23.53,Cloudy,Low,13,2,87.44,0,5.386454183266932,30-40 min,13-20 years
TRIP-09458,TRK-099,DRV-005,2026-11-18,Mine_C,Railway_Yard_A,136.32,30.23,29.5,37.38,34.53,31.08,Clear,Medium,7,3,76.53,0,4.621016949152542,30-40 min,4-7 years
TRIP-01694,TRK-063,DRV-167,2026-11-18,Mine_B,Power_Plant_B,50.58,27.27,18.8,20.0,42.87,24.83,Rain,High,15,4,78.18,1,2.6904255319148933,40-50 min,13-20 years
TRIP-04168,TRK-034,DRV-080,2026-11-18,Mine_D,Railway_Yard_B,53.16,26.18,14.03,55.9,35.97,31.79,Clear,Medium,20,4,69.38,0,3.789023521026372,30-40 min,13-20 years
TRIP-06392,TRK-073,DRV-184,2026-11-18,Mine_B,Railway_Yard_A,87.12,29.8,21.26,60.86,35.88,21.32,Cloudy,Low,17,3,92.61,0,4.097836312323612,30-40 min,13-20 years
TRIP-03109,TRK-054,DRV-152,2026-11-18,Mine_B,Railway_Yard_A,70.37,16.37,15.22,54.68,43.84,26.6,Clear,Medium,8,0,95.24,0,4.623521681997372,40-50 min,8-12 years
TRIP-09381,TRK-020,DRV-176,2026-11-18,Mine_B,Power_Plant_A,86.15,24.52,20.61,34.16,33.1,28.05,Clear,High,7,2,71.4,0,4.180009704027172,30-40 min,4-7 years
