Trip_ID,Truck_ID,Driver_ID,Date,Mine,Destination,Distance_km,Coal_Weight_Ton,Fuel_Used_Liters,Average_Speed_kmh,Loading_Time_Min,Unloading_Time_Min,Weather,Traffic_Level,Driver_Experience_Years,Previous_Delays,Safety_Score,Delay
TRIP-00028,TRK-022,DRV-182,2026-11-02,Mine_A,Railway_Yard_A,51.72,31.24,18.84,44.64,28.61,32.31,Cloudy,Low,4,2,85.06,0
TRIP-09089,TRK-003,DRV-119,2026-11-02,Mine_D,Railway_Yard_B,124.43,27.49,27.92,29.45,48.76,20.16,Rain,High,3,4,90.58,1
TRIP-09416,TRK-069,DRV-189,2026-11-02,Mine_B,Power_Plant_B,29.9,39.57,12.09,45.99,29.24,28.45,Rain,Low,15,1,94.59,0
TRIP-09048,TRK-075,DRV-135,2026-11-02,Mine_D,Railway_Yard_B,96.72,15.62,21.6,25.62,50.37,27.19,Heavy_Rain,Medium,5,3,93.51,0
TRIP-01133,TRK-026,DRV-010,2026-11-02,Mine_D,Power_Plant_B,74.4,30.03,19.59,50.33,25.51,26.67,Clear,Medium,6,5,88.18,0
TRIP-05702,TRK-039,DRV-064,2026-11-02,Mine_A,Railway_Yard_A,126.71,30.14,26.68,23.32,38.02,20.72,Rain,High,12,1,77.11,1
TRIP-07621,TRK-056,DRV-079,2026-11-02,Mine_A,Railway_Yard_A,124.45,34.67,26.28,48.12,54.09,31.55,Clear,Medium,7,2,79.77,1
TRIP-02764,TRK-055,DRV-110,2026-11-02,Mine_D,Railway_Yard_A,113.02,30.64,18.72,70.0,35.94,35.17,Clear,Low,7,1,77.23,0
TRIP-06004,TRK-090,DRV-086,2026-11-02,Mine_D,Power_Plant_A,55.54,27.29,15.11,36.35,43.25,32.72,Clear,Medium,3,3,79.37,0
TRIP-05439,TRK-038,DRV-037,2026-11-02,Mine_D,Railway_Yard_A,92.43,23.59,20.22,51.83,33.18,35.35,Clear,Low,14,0,85.86,0
TRIP-01898,TRK-032,DRV-178,2026-11-02,Mine_A,Railway_Yard_B,122.79,35.63,29.64,70.0,28.52,24.39,Clear,Low,8,2,80.06,0
TRIP-06489,TRK-062,DRV-188,2026-11-02,Mine_A,Railway_Yard_A,57.94,32.61,19.5,54.65,43.15,21.58,Clear,Medium,12,4,85.58,0
TRIP-03803,TRK-073,DRV-179,2026-11-02,Mine_B,Power_Plant_A,52.74,27.82,17.09,26.43,30.95,29.76,Heavy_Rain,Low,19,4,76.85,1
TRIP-01136,TRK-089,DRV-156,2026-11-02,Mine_A,Power_Plant_A,121.12,34.05,26.13,33.65,34.17,29.68,Cloudy,Low,5,3,84.68,1
TRIP-06225,TRK-029,DRV-161,2026-11-03,Mine_A,Power_Plant_B,130.47,39.27,28.55,67.04,27.81,27.75,Clear,Low,2,5,86.65,0
TRIP-00489,TRK-096,DRV-049,2026-11-03,Mine_C,Railway_Yard_B,20.13,20.84,7.07,45.1,40.95,27.92,Clear,Medium,5,4,91.04,0
TRIP-09731,TRK-049,DRV-191,2026-11-03,Mine_B,Power_Plant_B,84.55,17.4,16.97,48.52,34.88,14.48,Cloudy,Medium,5,4,98.77,1
TRIP-03285,TRK-082,DRV-079,2026-11-03,Mine_C,Power_Plant_A,55.9,29.77,15.74,51.96,33.4,20.8,Clear,Low,2,4,75.26,0
TRIP-06558,TRK-057,DRV-130,2026-11-03,Mine_A,Power_Plant_A,21.82,28.14,10.94,55.58,37.57,29.12,Clear,Low,12,4,89.12,0
TRIP-07443,TRK-042,DRV-172,2026-11-03,Mine_B,Railway_Yard_B,94.78,32.94,19.21,57.51,32.34,28.33,Cloudy,Low,20,3,83.26,0
TRIP-06315,TRK-017,DRV-038,2026-11-03,Mine_D,Railway_Yard_A,57.57,19.8,12.16,38.52,48.51,27.1,Clear,Medium,3,0,81.5,0
TRIP-06040,TRK-013,DRV-009,2026-11-03,Mine_C,Power_Plant_A,34.06,25.37,14.6,49.44,38.02,24.87,Clear,Medium,16,4,79.9,0
TRIP-01450,TRK-098,DRV-196,2026-11-03,Mine_C,Power_Plant_A,86.18,19.69,14.02,44.19,29.72,24.03,Clear,Medium,12,0,86.16,0
TRIP-07234,TRK-048,DRV-149,2026-11-03,Mine_A,Railway_Yard_B,130.99,34.96,30.47,34.71,21.72,27.83,Cloudy,Medium,12,5,88.05,1
TRIP-08760,TRK-074,DRV-072,2026-11-03,Mine_B,Railway_Yard_A,28.89,23.04,13.51,22.04,53.21,16.71,Rain,High,19,3,75.44,0
TRIP-00722,TRK-061,DRV-111,2026-11-03,Mine_D,Railway_Yard_B,59.59,16.59,23.38,20.0,35.04,20.47,Heavy_Rain,High,16,4,71.3,0
TRIP-01748,TRK-079,DRV-121,2026-11-03,Mine_B,Power_Plant_B,56.22,38.73,20.55,39.16,30.7,16.99,Cloudy,Medium,5,3,82.56,0
TRIP-05594,TRK-020,DRV-028,2026-11-03,Mine_D,Power_Plant_A,109.91,20.85,22.74,40.35,36.46,19.75,Clear,Medium,6,4,94.09,0
TRIP-01724,TRK-073,DRV-061,2026-11-03,Mine_C,Railway_Yard_B,124.11,38.14,24.43,63.35,40.74,20.72,Clear,Low,9,3,78.34,1
TRIP-04158,TRK-073,DRV-151,2026-11-03,Mine_C,Railway_Yard_A,76.54,15.02,18.15,56.43,31.88,28.88,Clear,Low,19,4,83.86,1
TRIP-07620,TRK-076,DRV-158,2026-11-03,Mine_C,Railway_Yard_A,65.99,23.05,20.17,27.9,37.27,29.82,Heavy_Rain,Medium,2,1,88.46,1
TRIP-04702,TRK-075,DRV-126,2026-11-03,Mine_D,Power_Plant_A,53.82,31.07,11.94,46.75,37.94,20.96,Clear,Medium,12,3,74.27,0
TRIP-05342,TRK-078,DRV-078,2026-11-03,Mine_B,Power_Plant_B,130.59,16.62,23.29,41.36,21.58,23.43,Cloudy,Medium,7,7,72.77,1
TRIP-03883,TRK-100,DRV-113,2026-11-03,Mine_D,Railway_Yard_B,35.94,34.36,10.74,55.2,41.08,14.85,Clear,Low,14,3,80.68,1
TRIP-02334,TRK-011,DRV-134,2026-11-03,Mine_D,Power_Plant_A,49.73,28.95,10.46,59.98,39.97,22.55,Rain,Low,12,7,72.62,0
TRIP-02394,TRK-030,DRV-071,2026-11-03,Mine_A,Power_Plant_A,57.83,20.49,12.9,41.68,36.97,19.95,Clear,Medium,5,1,73.69,0
TRIP-06462,TRK-081,DRV-026,2026-11-04,Mine_C,Power_Plant_B,33.82,19.82,10.71,52.65,36.91,17.42,Clear,High,8,6,79.29,1
TRIP-09806,TRK-002,DRV-077,2026-11-04,Mine_D,Railway_Yard_A,28.29,15.41,7.07,47.31,45.89,28.4,Clear,Medium,8,4,92.88,0
TRIP-02907,TRK-013,DRV-156,2026-11-04,Mine_A,Power_Plant_A,132.62,25.92,25.75,40.02,45.3,26.97,Rain,High,15,2,89.05,0
TRIP-09590,TRK-094,DRV-171,2026-11-04,Mine_C,Power_Plant_B,72.65,16.65,15.68,54.03,38.81,27.75,Cloudy,Low,20,3,80.33,0
TRIP-00860,TRK-075,DRV-077,2026-11-04,Mine_A,Railway_Yard_A,119.08,34.33,25.68,36.28,35.19,20.69,Clear,High,4,2,82.49,0
TRIP-02040,TRK-032,DRV-043,2026-11-04,Mine_D,Power_Plant_B,29.17,15.53,8.14,49.09,31.61,32.58,Cloudy,Low,20,2,80.14,0
TRIP-02270,TRK-091,DRV-086,2026-11-04,Mine_C,Railway_Yard_B,80.94,39.95,24.41,48.31,46.64,26.33,Clear,Medium,12,1,91.09,1
TRIP-03884,TRK-075,DRV-109,2026-11-04,Mine_C,Power_Plant_B,110.59,32.22,28.18,32.57,46.09,21.75,Cloudy,High,11,2,82.81,1
TRIP-00395,TRK-046,DRV-143,2026-11-04,Mine_D,Power_Plant_A,146.05,25.88,28.9,38.96,45.94,31.67,Clear,High,17,2,80.99,0
TRIP-04986,TRK-052,DRV-030,2026-11-04,Mine_B,Power_Plant_B,79.59,25.5,22.37,31.25,28.54,20.24,Cloudy,High,13,2,90.87,1
TRIP-01369,TRK-067,DRV-141,2026-11-04,Mine_A,Railway_Yard_A,59.69,18.81,12.03,53.9,35.59,31.19,Clear,Low,12,1,71.17,1
TRIP-00279,TRK-089,DRV-088,2026-11-04,Mine_C,Railway_Yard_A,39.13,21.79,9.06,49.19,23.1,31.54,Cloudy,Low,19,2,65.1,0
TRIP-00237,TRK-032,DRV-193,2026-11-04,Mine_C,Power_Plant_B,38.59,22.2,10.58,61.42,41.57,27.92,Cloudy,Low,9,1,66.6,0
TRIP-00230,TRK-097,DRV-193,2026-11-04,Mine_B,Power_Plant_A,135.57,16.99,23.87,45.58,34.25,29.58,Clear,High,9,2,87.05,0
TRIP-06770,TRK-007,DRV-106,2026-11-04,Mine_A,Railway_Yard_B,130.84,24.59,25.22,55.05,19.93,27.65,Clear,Low,1,4,86.23,0
TRIP-06215,TRK-047,DRV-026,2026-11-04,Mine_D,Power_Plant_A,72.81,25.36,14.61,48.81,22.24,25.76,Cloudy,Low,4,2,80.33,1
TRIP-06493,TRK-013,DRV-185,2026-11-04,Mine_A,Railway_Yard_B,87.08,27.39,19.12,38.2,38.44,30.92,Cloudy,High,13,2,83.13,1
TRIP-00447,TRK-086,DRV-075,2026-11-04,Mine_A,Railway_Yard_B,141.97,31.92,31.64,41.8,49.59,15.48,Clear,Medium,3,2,71.38,0
TRIP-07048,TRK-018,DRV-019,2026-11-04,Mine_A,Railway_Yard_A,49.45,19.6,13.03,20.0,35.91,25.22,Rain,High,8,3,81.48,0
TRIP-07723,TRK-056,DRV-034,2026-11-04,Mine_D,Power_Plant_A,127.0,31.76,27.55,57.42,27.57,27.49,Clear,Low,3,1,87.53,0
TRIP-00519,TRK-048,DRV-062,2026-11-04,Mine_B,Railway_Yard_A,108.6,25.49,24.34,42.2,43.34,24.24,Cloudy,Medium,7,5,73.87,0
TRIP-00909,TRK-004,DRV-199,2026-11-04,Mine_C,Power_Plant_B,44.48,27.09,11.44,60.33,20.75,28.74,Clear,Low,19,4,80.15,0
TRIP-02649,TRK-080,DRV-074,2026-11-04,Mine_A,Power_Plant_B,99.88,32.66,25.24,36.95,32.96,22.12,Heavy_Rain,Medium,7,2,79.97,0
TRIP-03829,TRK-044,DRV-146,2026-11-04,Mine_C,Railway_Yard_A,48.91,16.36,11.12,54.51,32.49,30.1,Clear,Low,19,2,79.03,0
TRIP-06086,TRK-094,DRV-149,2026-11-04,Mine_B,Railway_Yard_A,22.43,20.56,9.29,41.5,38.0,14.31,Cloudy,Medium,14,7,100.0,1
TRIP-00115,TRK-088,DRV-104,2026-11-05,Mine_C,Railway_Yard_B,114.88,25.41,26.98,49.17,37.15,19.16,Clear,Medium,15,4,78.14,1
TRIP-03311,TRK-011,DRV-021,2026-11-05,Mine_C,Power_Plant_B,102.62,32.03,25.16,26.94,41.54,33.55,Rain,High,20,1,67.47,1
TRIP-09306,TRK-074,DRV-087,2026-11-05,Mine_A,Railway_Yard_B,127.83,35.13,33.46,30.84,28.73,22.53,Rain,Medium,1,4,77.07,1
TRIP-03916,TRK-038,DRV-076,2026-11-05,Mine_A,Power_Plant_A,119.2,36.29,29.75,34.54,32.24,30.49,Cloudy,High,7,0,86.63,1
TRIP-02963,TRK-089,DRV-139,2026-11-05,Mine_C,Power_Plant_B,131.67,19.05,23.15,39.44,34.86,26.21,Clear,High,9,3,75.29,1
TRIP-01456,TRK-085,DRV-161,2026-11-05,Mine_D,Railway_Yard_B,149.87,29.88,31.06,40.38,15.83,18.1,Rain,Medium,13,4,70.66,1
TRIP-09890,TRK-067,DRV-106,2026-11-05,Mine_A,Railway_Yard_A,49.48,29.68,15.62,56.39,38.79,20.7,Clear,Medium,15,5,83.61,0
TRIP-00859,TRK-066,DRV-077,2026-11-05,Mine_A,Railway_Yard_A,31.71,25.81,12.34,36.71,32.75,21.08,Heavy_Rain,Low,11,2,70.59,1
TRIP-09951,TRK-079,DRV-033,2026-11-05,Mine_A,Power_Plant_B,90.16,31.46,26.45,22.8,30.66,27.15,Heavy_Rain,Medium,4,2,77.9,0
TRIP-03954,TRK-067,DRV-025,2026-11-05,Mine_C,Railway_Yard_B,93.82,25.5,26.04,26.57,29.71,29.36,Clear,High,18,7,73.88,1
TRIP-03563,TRK-038,DRV-019,2026-11-05,Mine_C,Power_Plant_B,139.45,39.75,34.59,34.24,38.15,17.83,Cloudy,High,15,0,82.57,1
TRIP-03117,TRK-089,DRV-140,2026-11-05,Mine_A,Railway_Yard_B,66.67,30.62,14.33,48.4,32.18,23.67,Cloudy,Low,2,4,92.84,0
TRIP-01615,TRK-004,DRV-180,2026-11-05,Mine_A,Power_Plant_A,46.88,26.93,10.49,38.52,37.29,16.9,Rain,Medium,19,3,80.56,0
TRIP-07615,TRK-074,DRV-008,2026-11-05,Mine_C,Power_Plant_B,136.28,16.23,23.51,53.45,31.34,30.27,Cloudy,Low,3,2,83.59,0
TRIP-07699,TRK-015,DRV-016,2026-11-05,Mine_B,Railway_Yard_B,105.46,38.22,26.2,32.46,46.1,23.63,Heavy_Rain,Low,7,1,88.36,0
TRIP-04571,TRK-078,DRV-001,2026-11-05,Mine_C,Railway_Yard_A,55.06,27.85,12.7,40.87,32.23,20.88,Clear,High,13,4,86.35,0
TRIP-02207,TRK-061,DRV-070,2026-11-05,Mine_B,Power_Plant_A,27.73,37.01,15.68,27.86,30.92,35.52,Rain,High,4,0,86.97,0
TRIP-07923,TRK-001,DRV-178,2026-11-05,Mine_B,Power_Plant_B,91.17,37.02,24.8,50.6,37.7,22.68,Clear,Medium,20,2,86.81,1
TRIP-00138,TRK-044,DRV-110,2026-11-05,Mine_C,Power_Plant_A,145.98,15.3,29.81,30.91,37.77,26.92,Cloudy,Medium,8,4,80.15,0
TRIP-03086,TRK-026,DRV-180,2026-11-05,Mine_B,Power_Plant_B,24.02,19.21,10.42,55.11,33.11,17.08,Clear,Medium,4,4,72.73,0
TRIP-09226,TRK-017,DRV-107,2026-11-05,Mine_B,Railway_Yard_B,79.84,16.04,14.66,35.22,25.0,24.62,Clear,High,6,3,71.35,0
TRIP-00945,TRK-086,DRV-193,2026-11-05,Mine_C,Power_Plant_A,24.38,24.31,10.07,47.81,31.96,18.49,Clear,High,14,6,92.99,1
TRIP-08350,TRK-087,DRV-180,2026-11-05,Mine_C,Railway_Yard_B,148.13,38.55,34.42,51.52,26.3,20.75,Clear,Low,18,5,80.75,0
TRIP-09826,TRK-017,DRV-010,2026-11-05,Mine_B,Power_Plant_A,84.06,16.48,21.15,32.73,47.91,22.73,Rain,High,14,6,87.89,1
TRIP-03959,TRK-001,DRV-142,2026-11-05,Mine_D,Railway_Yard_B,65.67,38.54,20.64,34.92,29.23,21.2,Clear,Medium,5,3,73.62,0
TRIP-00678,TRK-086,DRV-194,2026-11-05,Mine_B,Power_Plant_B,41.97,35.37,16.64,36.74,47.89,23.85,Clear,Medium,9,3,77.56,0
TRIP-07172,TRK-086,DRV-164,2026-11-05,Mine_D,Railway_Yard_B,31.97,30.94,12.16,66.75,29.1,25.57,Clear,Low,19,3,89.56,0
TRIP-06614,TRK-043,DRV-028,2026-11-05,Mine_C,Railway_Yard_A,64.87,18.04,20.89,30.85,25.5,31.94,Cloudy,High,2,2,88.77,1
TRIP-00260,TRK-020,DRV-006,2026-11-05,Mine_A,Railway_Yard_A,109.46,24.08,22.33,39.94,33.03,23.5,Cloudy,Medium,16,1,86.36,0
TRIP-08678,TRK-020,DRV-035,2026-11-05,Mine_D,Power_Plant_A,38.1,35.34,14.53,51.63,31.67,27.44,Clear,Medium,12,3,87.94,0
TRIP-02036,TRK-009,DRV-121,2026-11-05,Mine_C,Railway_Yard_A,124.32,25.37,28.49,46.46,34.83,24.11,Clear,Medium,1,3,80.13,0
TRIP-02949,TRK-025,DRV-074,2026-11-05,Mine_D,Railway_Yard_A,43.32,31.32,13.26,67.99,46.45,21.59,Clear,Low,19,2,77.21,0
TRIP-04575,TRK-039,DRV-152,2026-11-06,Mine_C,Railway_Yard_A,92.38,25.94,20.61,47.57,52.61,31.43,Rain,Low,17,6,99.09,0
TRIP-07189,TRK-007,DRV-186,2026-11-06,Mine_C,Railway_Yard_A,148.96,16.1,31.76,33.47,37.15,24.83,Rain,Medium,5,1,90.61,1
TRIP-06530,TRK-001,DRV-041,2026-11-06,Mine_D,Power_Plant_A,37.28,38.52,16.79,29.09,33.39,19.33,Rain,High,1,3,82.0,1
TRIP-00784,TRK-066,DRV-140,2026-11-06,Mine_A,Power_Plant_B,106.69,39.74,29.47,30.33,29.84,25.87,Rain,Medium,11,4,86.61,1
TRIP-00462,TRK-096,DRV-138,2026-11-06,Mine_C,Railway_Yard_A,105.84,30.85,23.8,43.94,26.59,20.53,Clear,High,19,3,77.36,0
TRIP-00559,TRK-033,DRV-071,2026-11-06,Mine_B,Railway_Yard_A,29.3,39.31,15.41,29.15,43.79,26.83,Cloudy,High,17,3,65.33,0
TRIP-09733,TRK-030,DRV-146,2026-11-06,Mine_D,Power_Plant_A,64.06,22.3,16.73,34.09,38.47,25.41,Rain,High,5,2,72.4,1
TRIP-07740,TRK-054,DRV-178,2026-11-06,Mine_D,Power_Plant_B,108.86,15.75,20.34,47.6,45.49,29.91,Clear,Medium,3,2,78.21,1
TRIP-00316,TRK-025,DRV-087,2026-11-06,Mine_D,Railway_Yard_B,141.89,31.23,29.29,35.11,27.45,14.48,Cloudy,High,3,3,72.46,0
TRIP-02124,TRK-066,DRV-194,2026-11-06,Mine_D,Power_Plant_B,52.98,29.3,17.26,34.39,35.41,28.37,Clear,Medium,13,4,75.38,0
TRIP-09949,TRK-015,DRV-006,2026-11-06,Mine_B,Railway_Yard_B,36.51,23.36,11.15,45.62,37.64,28.1,Cloudy,Medium,3,3,81.8,0
TRIP-05171,TRK-096,DRV-175,2026-11-06,Mine_C,Power_Plant_A,33.86,26.76,16.46,20.0,31.32,17.09,Heavy_Rain,High,1,2,82.58,1
TRIP-02218,TRK-070,DRV-076,2026-11-06,Mine_D,Power_Plant_B,44.59,23.92,12.23,48.4,15.0,31.74,Clear,Medium,16,4,83.82,1
TRIP-08794,TRK-097,DRV-133,2026-11-06,Mine_C,Power_Plant_A,78.89,24.88,19.24,50.14,37.09,27.97,Cloudy,Medium,1,2,72.75,0
TRIP-02299,TRK-031,DRV-194,2026-11-06,Mine_C,Railway_Yard_A,65.65,32.76,17.57,59.37,19.46,20.52,Cloudy,Medium,8,4,70.69,0
TRIP-00714,TRK-033,DRV-042,2026-11-06,Mine_D,Power_Plant_A,136.44,34.16,29.81,39.71,15.0,27.41,Rain,Low,15,2,76.76,1
TRIP-06338,TRK-047,DRV-167,2026-11-06,Mine_C,Railway_Yard_B,89.76,35.11,22.81,61.27,33.64,29.17,Clear,Low,10,3,83.65,0
TRIP-06170,TRK-042,DRV-152,2026-11-06,Mine_C,Railway_Yard_A,29.85,38.27,14.23,43.42,47.26,19.91,Clear,Low,17,6,81.71,0
TRIP-09180,TRK-083,DRV-105,2026-11-06,Mine_C,Railway_Yard_B,85.77,38.98,24.85,44.27,46.73,23.83,Cloudy,Medium,9,2,77.27,0
TRIP-05556,TRK-069,DRV-024,2026-11-06,Mine_D,Railway_Yard_B,96.23,30.75,25.12,45.7,26.26,24.83,Clear,High,14,2,64.64,0
TRIP-00007,TRK-083,DRV-090,2026-11-06,Mine_A,Railway_Yard_A,80.14,19.1,19.6,31.06,30.28,28.68,Rain,Medium,12,3,85.41,1
TRIP-04290,TRK-028,DRV-171,2026-11-06,Mine_D,Railway_Yard_A,48.17,15.02,9.04,60.26,41.72,34.36,Clear,Low,7,3,89.46,0
TRIP-04040,TRK-052,DRV-074,2026-11-06,Mine_D,Power_Plant_B,57.43,24.62,15.63,42.98,33.69,26.76,Rain,Medium,15,0,69.43,0
TRIP-07785,TRK-026,DRV-132,2026-11-06,Mine_C,Power_Plant_B,67.22,39.29,18.33,56.02,31.5,19.44,Clear,Low,15,2,80.64,0
TRIP-06122,TRK-022,DRV-195,2026-11-06,Mine_D,Railway_Yard_A,35.94,21.34,16.02,64.89,40.43,27.8,Clear,Low,13,1,91.36,0
TRIP-00606,TRK-013,DRV-065,2026-11-06,Mine_B,Power_Plant_A,145.72,15.66,24.77,47.34,43.69,34.66,Clear,High,19,1,84.69,0
TRIP-09793,TRK-030,DRV-025,2026-11-06,Mine_A,Railway_Yard_A,42.72,33.96,13.26,56.1,32.59,26.56,Clear,Low,14,2,77.45,0
TRIP-00588,TRK-036,DRV-048,2026-11-06,Mine_C,Power_Plant_A,77.32,36.16,25.67,20.0,26.6,28.84,Rain,High,15,4,69.69,1
TRIP-01513,TRK-020,DRV-113,2026-11-06,Mine_C,Railway_Yard_A,130.94,30.18,27.52,35.58,42.91,22.29,Heavy_Rain,Low,1,3,71.54,1
TRIP-02979,TRK-081,DRV-125,2026-11-06,Mine_D,Railway_Yard_B,40.07,15.54,10.29,54.26,31.8,22.4,Rain,Low,12,5,98.35,0
TRIP-07157,TRK-081,DRV-032,2026-11-07,Mine_A,Power_Plant_B,135.25,19.44,27.25,47.04,50.99,25.82,Clear,Medium,11,4,80.54,0
TRIP-07827,TRK-048,DRV-031,2026-11-07,Mine_D,Railway_Yard_B,88.25,31.89,18.09,48.95,19.99,21.4,Clear,Low,9,3,71.75,0
TRIP-01889,TRK-004,DRV-182,2026-11-07,Mine_D,Railway_Yard_A,37.51,19.5,15.28,34.03,19.13,19.06,Heavy_Rain,Medium,9,4,83.56,1
TRIP-09855,TRK-038,DRV-198,2026-11-07,Mine_A,Railway_Yard_A,86.19,17.78,14.78,65.06,26.25,10.0,Clear,Medium,10,2,83.25,0
TRIP-03068,TRK-075,DRV-171,2026-11-07,Mine_C,Railway_Yard_A,128.07,29.46,29.12,69.81,29.77,19.99,Cloudy,Low,20,1,90.53,0
TRIP-03268,TRK-069,DRV-076,2026-11-07,Mine_D,Power_Plant_A,21.21,21.75,5.12,50.5,41.06,16.65,Clear,Low,19,3,80.11,0
TRIP-00509,TRK-092,DRV-007,2026-11-07,Mine_B,Power_Plant_B,104.17,22.67,22.11,36.17,34.7,20.52,Heavy_Rain,Medium,10,4,93.12,1
TRIP-09410,TRK-047,DRV-049,2026-11-07,Mine_B,Power_Plant_A,39.16,24.71,13.64,41.09,37.7,27.64,Heavy_Rain,Low,12,1,98.63,0
TRIP-04637,TRK-081,DRV-001,2026-11-07,Mine_D,Railway_Yard_A,87.61,36.01,23.18,43.55,46.22,27.48,Clear,Low,16,4,82.39,0
TRIP-06074,TRK-030,DRV-094,2026-11-07,Mine_A,Railway_Yard_A,36.45,26.16,9.28,57.03,40.44,30.85,Clear,Medium,2,7,72.95,1
TRIP-05337,TRK-048,DRV-001,2026-11-07,Mine_D,Power_Plant_A,109.11,33.77,23.35,33.31,33.81,29.29,Clear,High,5,2,73.88,1
TRIP-00769,TRK-017,DRV-122,2026-11-07,Mine_A,Power_Plant_A,92.2,19.53,23.7,54.35,48.61,31.8,Clear,Medium,20,5,88.05,0
TRIP-01583,TRK-079,DRV-081,2026-11-07,Mine_C,Power_Plant_A,50.62,37.51,20.96,26.72,37.52,19.29,Rain,High,1,1,74.7,0
TRIP-02086,TRK-022,DRV-022,2026-11-07,Mine_B,Railway_Yard_A,33.02,38.21,15.78,45.14,43.41,19.71,Clear,Medium,4,2,81.33,0
TRIP-01157,TRK-053,DRV-152,2026-11-07,Mine_A,Power_Plant_A,104.76,17.73,19.48,43.09,33.73,19.46,Rain,Low,6,1,85.72,1
TRIP-04244,TRK-058,DRV-109,2026-11-07,Mine_C,Power_Plant_A,125.71,39.37,30.19,29.85,47.71,25.69,Heavy_Rain,Low,8,2,85.28,0
TRIP-09908,TRK-004,DRV-106,2026-11-07,Mine_B,Power_Plant_B,47.87,28.23,14.55,55.02,42.42,20.86,Clear,Low,4,4,68.62,0
TRIP-06541,TRK-060,DRV-038,2026-11-07,Mine_C,Power_Plant_A,114.94,30.75,27.37,54.97,36.86,18.57,Clear,Medium,20,4,74.58,1
TRIP-06710,TRK-047,DRV-135,2026-11-07,Mine_C,Railway_Yard_A,30.6,33.08,13.84,53.37,30.7,25.89,Clear,Low,5,3,78.55,0
TRIP-06967,TRK-054,DRV-104,2026-11-07,Mine_D,Railway_Yard_A,43.01,17.44,12.8,44.49,42.91,25.7,Clear,High,10,1,65.46,1
TRIP-05841,TRK-073,DRV-168,2026-11-07,Mine_B,Railway_Yard_A,140.42,26.61,28.23,47.68,40.25,32.0,Clear,High,16,2,92.53,0
TRIP-02641,TRK-066,DRV-036,2026-11-07,Mine_B,Railway_Yard_B,75.9,36.49,21.49,45.9,37.0,18.78,Clear,Medium,14,7,86.94,1
TRIP-00180,TRK-057,DRV-130,2026-11-07,Mine_C,Railway_Yard_B,89.09,30.4,22.92,50.33,33.07,28.09,Cloudy,Medium,13,3,76.56,0
TRIP-09300,TRK-015,DRV-025,2026-11-07,Mine_C,Power_Plant_B,87.46,24.19,22.76,37.59,26.49,23.61,Heavy_Rain,Low,6,1,80.22,0
TRIP-04306,TRK-068,DRV-095,2026-11-07,Mine_A,Railway_Yard_B,138.49,15.29,29.57,42.27,28.45,35.36,Cloudy,Medium,9,5,80.16,1
TRIP-03121,TRK-024,DRV-022,2026-11-07,Mine_A,Power_Plant_A,26.8,37.19,12.29,46.37,31.02,27.05,Cloudy,Low,11,4,69.94,0
TRIP-08239,TRK-037,DRV-079,2026-11-07,Mine_D,Railway_Yard_A,89.33,39.96,24.23,67.84,40.47,13.95,Clear,Low,20,3,87.82,0
TRIP-08338,TRK-025,DRV-097,2026-11-07,Mine_B,Railway_Yard_A,91.31,28.86,20.55,41.89,31.66,26.9,Clear,Medium,17,4,75.53,0
TRIP-08304,TRK-036,DRV-137,2026-11-07,Mine_C,Power_Plant_B,111.75,30.89,25.13,63.88,25.72,30.77,Clear,Low,18,2,86.02,0
TRIP-00472,TRK-019,DRV-026,2026-11-08,Mine_B,Railway_Yard_A,115.35,38.27,28.13,44.76,47.0,28.68,Rain,Low,3,1,64.82,1
TRIP-09745,TRK-062,DRV-128,2026-11-08,Mine_D,Power_Plant_A,57.06,35.25,19.4,54.1,27.72,32.69,Rain,Low,8,4,87.04,0
TRIP-06243,TRK-063,DRV-108,2026-11-08,Mine_C,Railway_Yard_B,56.7,18.72,10.83,45.93,37.3,27.64,Rain,Medium,16,1,79.81,0
TRIP-05043,TRK-036,DRV-088,2026-11-08,Mine_C,Railway_Yard_B,133.11,19.21,29.5,39.12,40.04,23.13,Heavy_Rain,Low,16,4,74.27,1
TRIP-06873,TRK-078,DRV-009,2026-11-08,Mine_A,Railway_Yard_A,122.09,38.76,27.64,52.19,26.78,16.69,Clear,Medium,2,3,92.04,0
TRIP-09040,TRK-079,DRV-028,2026-11-08,Mine_C,Power_Plant_B,64.38,25.89,14.96,47.41,25.78,29.28,Rain,Low,15,2,76.52,1
TRIP-09582,TRK-053,DRV-112,2026-11-08,Mine_C,Power_Plant_B,50.13,20.09,11.75,55.8,40.98,21.49,Clear,Low,7,2,85.76,0
TRIP-06739,TRK-090,DRV-004,2026-11-08,Mine_C,Power_Plant_A,62.56,26.56,17.7,52.16,41.66,29.65,Clear,Medium,17,2,75.83,0
TRIP-09497,TRK-034,DRV-036,2026-11-08,Mine_A,Power_Plant_A,145.29,20.26,29.63,57.43,47.08,17.51,Clear,Low,13,5,100.0,1
TRIP-04674,TRK-019,DRV-026,2026-11-08,Mine_A,Railway_Yard_A,61.63,36.13,16.1,41.71,29.3,20.72,Cloudy,Low,11,7,90.86,0
TRIP-07273,TRK-081,DRV-170,2026-11-08,Mine_C,Railway_Yard_A,94.94,38.21,25.08,43.19,35.46,26.01,Clear,High,7,4,96.47,0
